headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
"And in This Corner, Hailing From Dagestan, Presenting Hasbulla",2023-04-28 09:00:21+00:00,A charismatic viral video star who stands just over three feet tall has become the most beloved man in the U.F.C. universe — even though he doesn’t actually fight.,https://www.nytimes.com/2023/04/28/style/hasbulla-influencer-ufc.html,2370,A charismatic viral video star who stands just over three feet tall has become the most beloved man in the U.F.C. universe — even though he doesn’t actually fight.,Styles,Style,,News,By Joseph Bernstein,
‘White House Plumbers’ Revisits the Fringes of Watergate,2023-04-27 09:00:25+00:00,A new HBO “slapstick tragedy” mostly avoids the Oval Office in favor of the men who actually executed the infamous burglary that brought down a president.,https://www.nytimes.com/2023/04/27/arts/television/white-house-plumbers-hbo-watergate.html,1517,A new HBO “slapstick tragedy” mostly avoids the Oval Office in favor of the men who actually executed the infamous burglary that brought down a president.,Arts&Leisure,Arts,Television,News,By Adam Nagourney,
The Pillow Guy and the R.N.C. Chair,2023-04-27 09:00:24+00:00,Conversations with Mike Lindell and Ronna McDaniel reveal the complexities of the divisions at the heart of the G.O.P.,https://www.nytimes.com/2023/04/27/podcasts/mike-lindell-ronna-mcdaniel-republican-party.html,246,Conversations with Mike Lindell and Ronna McDaniel reveal the complexities of the divisions at the heart of the G.O.P.,Podcasts,Podcasts,,News,By ‘The Run-Up’ Team,
Who’s to Blame for a Million Deaths?,2023-04-26 18:52:58+00:00,"While fingers are pointed at Trump and Fauci, the virus was an unbeaten foe.",https://www.nytimes.com/2023/04/26/opinion/whos-to-blame-for-a-million-deaths.html,1655,"While fingers are pointed at Trump and Fauci, the virus was an unbeaten foe.",OpEd,Opinion,,Op-Ed,By David Wallace-Wells,
Biden’s Quiet Re-election Strategy,2023-04-26 10:38:35+00:00,"As Biden starts his campaign, we ask why he doesn’t spend more time in the public eye.",https://www.nytimes.com/2023/04/26/briefing/biden-reelection-campaign.html,1673,"As Biden starts his campaign, we ask why he doesn’t spend more time in the public eye.",NYTNow,Briefing,,briefing,By David Leonhardt,
Biden’s 2024 Campaign Begins. You Might Miss It at First.,2023-04-26 07:00:11+00:00,"The president has no immediate plans to barnstorm key states with large rallies. He will instead try to burnish his record, and hope Republican infighting continues.",https://www.nytimes.com/2023/04/26/us/politics/biden-2024-campaign.html,1422,"The president has no immediate plans to barnstorm key states with large rallies. He will instead try to burnish his record, and hope Republican infighting continues.",Politics,U.S.,Politics,News,By Reid J. Epstein and Shane Goldmacher,
Your Wednesday Briefing,2023-04-26 04:50:31+00:00,Joe Biden’s bid for re-election.,https://www.nytimes.com/2023/04/26/world/europe/biden-election-taliban-heat.html,1344,Joe Biden’s bid for re-election.,NYTNow,World,Europe,News,By Natasha Frost,
Your Wednesday Briefing: Biden’s Re-Election Bid,2023-04-25 21:14:21+00:00,"Also, Ukraine prepares for a counteroffensive and South Korea’s president visits Washington.",https://www.nytimes.com/2023/04/25/briefing/biden-2024-ukraine-counteroffensive-asia.html,1173,"Also, Ukraine prepares for a counteroffensive and South Korea’s president visits Washington.",Dining,Briefing,,briefing,By Amelia Nierenberg,
DeSantis Burnishes Tough-on-Crime Image to Run in ’24 and Take On Trump,2023-03-30 01:34:10+00:00,"The Florida governor, preparing for an all-but-declared campaign, is said to see an opening to take on the former president from the right.",https://www.nytimes.com/2023/03/29/us/politics/ron-desantis-donald-trump-crime-2024.html,1504,"The Florida governor, preparing for an all-but-declared campaign, is said to see an opening to take on the former president from the right.",Politics,U.S.,Politics,News,By Maggie Haberman and Jonathan Swan,
How the Right Turned Radical and the Left Became Depressed,2023-03-29 09:00:24+00:00,A new poll offers the outline of a unifying theory of right-wing recklessness and liberal anomie.,https://www.nytimes.com/2023/03/29/opinion/america-unhappy-poll.html,1598,A new poll offers the outline of a unifying theory of right-wing recklessness and liberal anomie.,OpEd,Opinion,,Op-Ed,By Ross Douthat,
Hakeem Jeffries’s Path to Power in the House,2023-03-29 07:11:43+00:00,"Democrats in the House of Representatives have an enigmatic new leader whose style has been influenced by the Black church, hip-hop and his time as a corporate lawyer.",https://www.nytimes.com/2023/03/29/nyregion/hakeem-jeffriess-path-to-power-in-the-house.html,1494,"Democrats in the House of Representatives have an enigmatic new leader whose style has been influenced by the Black church, hip-hop and his time as a corporate lawyer.",Metro,New York,,briefing,By James Barron,
Your Tuesday Evening Briefing,2023-03-28 21:50:08+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2023/03/28/briefing/nashville-shooting-judge-mike-pence-chatgpt.html,1246,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Matthew Cullen,
A Win for Israel’s Protesters,2023-03-28 10:44:21+00:00,Demonstrations forced Israel’s prime minister to delay a judicial overhaul.,https://www.nytimes.com/2023/03/28/briefing/israel-opposition-protests-judicial-overhaul-delay.html,1601,Demonstrations forced Israel’s prime minister to delay a judicial overhaul.,NYTNow,Briefing,,briefing,By German Lopez and Claire Moses,
Dr. Fauci Could Have Said a Lot More,2023-03-28 09:00:25+00:00,"If officials don’t trust the public, the public won’t trust them.",https://www.nytimes.com/2023/03/28/opinion/covid-lab-leak-theory-disinformation.html,2399,"If officials don’t trust the public, the public won’t trust them.",OpEd,Opinion,,Op-Ed,By Megan K. Stack,
Your Monday Evening Briefing,2023-03-27 21:50:07+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2023/03/27/briefing/nashville-school-shooting-israel-judicial-overhaul.html,1234,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Matthew Cullen,
Here’s how the vote to indict Donald Trump could shake up the 2024 race.,2023-03-27 15:34:19+00:00,"The political and legal bombshell could rally Republican voters to the former president’s side, but it could also prompt them to seek out an alternative.",https://www.nytimes.com/live/2023/03/30/nyregion/trump-indictment-news/trump-indictment-2024-election,821,"The political and legal bombshell could rally Republican voters to the former president’s side, but it could also prompt them to seek out an alternative.",Politics,U.S.,Politics,Live Blog Post,By Maggie Haberman,
Your Monday Briefing: Arms Race in Asia,2023-03-26 20:33:27+00:00,"Also, Putin’s nuclear brinkmanship and a rift in the Israeli government.",https://www.nytimes.com/2023/03/26/briefing/asia-weapons-putin-belarus-israel-netanyahu.html,1293,"Also, Putin’s nuclear brinkmanship and a rift in the Israeli government.",NYTNow,Briefing,,briefing,By Mariah Kreutter,
‘Succession’ Returns,2023-03-25 11:04:57+00:00,The last season premieres tomorrow. Let the weeping and gnashing of teeth commence.,https://www.nytimes.com/2023/03/25/briefing/succession-season-4.html,1703,The last season premieres tomorrow. Let the weeping and gnashing of teeth commence.,NYTNow,Briefing,,briefing,By Melissa Kirsch,
‘We Were Helpless’: Despair at the C.D.C. as the Pandemic Erupted,2023-03-21 07:00:13+00:00,Current and former employees recall rising desperation as Trump administration officials squelched research into the new coronavirus.,https://www.nytimes.com/2023/03/21/health/covid-cdc.html,1829,Current and former employees recall rising desperation as Trump administration officials squelched research into the new coronavirus.,Science,Health,,News,By Apoorva Mandavilli,
The Phone in the Room,2023-02-27 11:38:17+00:00,We examine the raging debate about smartphones and teenage mental health.,https://www.nytimes.com/2023/02/27/briefing/phones-mental-health.html,1736,We examine the raging debate about smartphones and teenage mental health.,NYTNow,Briefing,,briefing,By David Leonhardt,
Child Labor Today,2023-02-26 12:59:00+00:00,"A Times exposé has revealed that young teenagers work long shifts, sometimes for nationally known brands. What can be done?",https://www.nytimes.com/2023/02/26/briefing/migrant-child-labor.html,1558,"A Times exposé has revealed that young teenagers work long shifts, sometimes for nationally known brands. What can be done?",NYTNow,Briefing,,briefing,By David Leonhardt,
The Promise and Peril of a ‘Normal’ Politician,2023-02-25 14:00:07+00:00,"In American politics, things have gotten pretty weird. Is a more normal kind of politics and politician possible without excluding people?",https://www.nytimes.com/2023/02/25/opinion/normal-politicians-blake-masters.html,1659,"In American politics, things have gotten pretty weird. Is a more normal kind of politics and politician possible without excluding people?",OpEd,Opinion,,Op-Ed,By Jane Coaston,
Your Friday Evening Briefing,2023-02-24 22:50:35+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2023/02/24/briefing/ukraine-russia-war-anniversary-winter-storm.html,1272,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Matthew Cullen,
‘Woodstock’ for Christians: Revival Draws Thousands to Kentucky Town,2023-02-23 21:46:34+00:00,"Over two weeks, more than 50,000 people descended on a small campus chapel to experience the nation’s first major spiritual revival in decades — one driven by Gen Z.",https://www.nytimes.com/2023/02/23/us/kentucky-revival-asbury-university.html,1815,"Over two weeks, more than 50,000 people descended on a small campus chapel to experience the nation’s first major spiritual revival in decades — one driven by Gen Z.",National,U.S.,,News,By Ruth Graham and Jesse Barber,
Your Friday Briefing: A Year of War,2023-02-23 21:22:24+00:00,"Also, Nigeria’s upcoming election and health. care protests in China.",https://www.nytimes.com/2023/02/23/briefing/russia-ukraine-anniversary-war-asia.html,1253,"Also, Nigeria’s upcoming election and health. care protests in China.",NYTNow,Briefing,,briefing,By Amelia Nierenberg and Lynsey Chutel,
Nikki Haley’s Run for the Presidency,2023-02-23 17:09:18+00:00,Readers assess her qualifications and chances of winning. Also: Tucker Carlson and the Jan. 6 tapes; dementia; ageism and Covid; risk management.,https://www.nytimes.com/2023/02/23/opinion/letters/nikki-haley.html,1131,Readers assess her qualifications and chances of winning. Also: Tucker Carlson and the Jan. 6 tapes; dementia; ageism and Covid; risk management.,Letters,Opinion,Letters,Letter,,
Two Above the Rest,2023-02-23 11:30:24+00:00,We offer a field guide to the 2024 Republican presidential campaign.,https://www.nytimes.com/2023/02/23/world/gop-race-2024-trump-desantis.html,1667,We offer a field guide to the 2024 Republican presidential campaign.,NYTNow,World,,News,By David Leonhardt and Ian Prasad Philbrick,
Arguing About Masks and Mandates,2023-02-22 19:30:54+00:00,Readers criticize a column by Bret Stephens asserting that mask mandates were ineffective. Also: Children and loss; John Fetterman; population growth.,https://www.nytimes.com/2023/02/22/opinion/letters/masks-mandates-covid.html,1114,Readers criticize a column by Bret Stephens asserting that mask mandates were ineffective. Also: Children and loss; John Fetterman; population growth.,Letters,Opinion,Letters,Letter,,
"After Chemical Burn, Farm Owners Worry About a Cherished Way of Life",2023-02-22 10:00:46+00:00,"The derailment of a train carrying toxic chemicals upended a region of Ohio where generations of families could afford to buy acres of land, raise livestock and plant gardens.",https://www.nytimes.com/2023/02/22/us/politics/ohio-train-derailment-farms-chemicals.html,1535,"The derailment of a train carrying toxic chemicals upended a region of Ohio where generations of families could afford to buy acres of land, raise livestock and plant gardens.",National,U.S.,Politics,News,By Emily Cochrane,
Your Monday Briefing,2023-01-30 05:01:05+00:00,A wave of violence in Israel and the West Bank.,https://www.nytimes.com/2023/01/30/briefing/israel-violence-russian-troops-donbas.html,1402,A wave of violence in Israel and the West Bank.,NYTNow,Briefing,,briefing,By Natasha Frost,
Your Monday Briefing: The Fallout from a Police Beating,2023-01-29 21:01:12+00:00,"Also, violence is flaring in Israel and the West Bank.",https://www.nytimes.com/2023/01/29/briefing/memphis-nichols-us-israel-asia.html,1210,"Also, violence is flaring in Israel and the West Bank.",NYTNow,Briefing,,briefing,By Amelia Nierenberg,
